"Player","Year","Total Routes","Screen","Slant","Curl","Dig","Post","Nine","Corner","Out","Comeback","Flat","Other"
"JuJu Smith-Schuster","2020","319","3.4","32.3","12.2","6.0","6.9","9.4","4.4","7.5","0.6","11.6","5.6"
"Nelson Agholor","2020","224","1.3","16.5","9.8","15.2","11.2","19.6","5.4","8.0","2.7","4.5","5.8"
"T.Y. Hilton","2020","265","2.6","15.8","20.8","12.1","7.9","18.9","4.5","9.4","5.3","2.3","0.4"
"Rashard Higgins","2020","213","0.0","17.8","16.0","9.9","8.9","19.2","4.7","8.9","8.9","2.8","2.8"
"Marvin Jones","2020","276","1.4","23.6","10.5","13.4","8.7","19.2","5.1","5.4","5.4","4.3","2.9"
"Denzel Mims","2020","230","0.4","17.4","11.3","15.7","11.3","25.2","5.2","3.0","2.6","4.3","3.5"
"Henry Ruggs","2020","200","2.0","20.0","8.0","7.0","10.5","17.5","3.5","13.5","2.0","5.5","10.5"
"Tee Higgins","2020","283","0.7","24.0","11.7","11.3","8.1","19.1","5.3","7.4","4.9","4.9","2.5"
"Brandon Aiyuk","2020","286","6.3","18.5","8.7","13.6","6.3","17.8","4.5","9.8","7.3","4.5","2.4"
"Michael Pittman","2020","211","4.3","28.0","13.3","15.6","12.8","13.3","2.4","2.8","3.8","2.8","0.9"
"Jalen Reagor","2020","251","7.6","17.9","12.4","12.0","10.0","20.3","2.4","6.8","6.0","3.6","1.2"
"Jerry Jeudy","2020","285","3.5","27.7","17.5","11.2","8.1","9.5","8.4","7.4","0.4","4.2","2.1"
"LaViska Shenault","2020","263","9.5","19.8","9.9","9.1","7.2","12.2","2.7","9.9","8.7","6.5","4.6"
"Chase Claypool","2020","209","3.8","26.3","12.9","1.4","5.7","26.8","2.9","10.0","2.4","4.8","2.9"
"Darnell Mooney","2020","266","4.5","22.9","13.9","5.6","9.8","16.9","5.6","4.5","2.3","10.9","3.0"
"Gabriel Davis","2020","245","1.2","14.7","13.5","13.9","11.0","28.2","1.2","4.5","6.1","2.9","2.9"
"Julio Jones","2020","280","1.4","21.8","12.1","21.1","8.2","8.6","3.9","12.9","1.1","6.8","2.1"
"Diontae Johnson","2020","349","6.3","27.5","11.5","4.9","4.6","20.1","3.4","9.2","5.7","5.2","1.7"
"A.J. Brown","2020","211","1.9","25.6","12.3","15.2","5.7","16.1","2.8","12.3","5.2","1.4","1.4"
"Calvin Ridley","2020","307","1.0","16.6","16.3","10.1","9.8","19.2","4.9","11.4","4.9","3.6","2.3"
"Marquise Brown","2020","211","4.3","14.7","12.8","9.0","15.6","20.9","8.1","4.3","3.8","2.4","4.3"
"D.J. Moore","2020","275","1.8","27.6","9.1","9.5","5.8","22.2","2.5","6.9","5.1","6.9","2.5"
"DK Metcalf","2020","288","2.1","27.8","9.7","11.5","7.3","22.9","3.8","2.1","5.2","4.2","3.5"
"D.J. Chark","2020","274","1.1","19.0","12.8","8.8","8.8","24.5","7.3","5.5","6.6","3.6","2.2"
"Terry McLaurin","2020","272","3.3","33.1","7.4","8.5","10.7","16.5","4.0","5.5","6.3","2.9","1.8"
"Deebo Samuel*","2020","177","18.1","19.8","9.0","12.4","7.9","13.0","5.1","4.0","2.3","5.6","2.8"
"Michael Gallup","2020","307","1.3","19.2","19.9","9.8","6.2","17.9","2.0","7.8","13.4","1.3","1.3"
"Odell Beckham*","2020","182","1.1","23.1","13.7","9.9","7.1","15.9","8.2","7.7","7.7","1.6","3.8"
"Michael Thomas","2020","229","0.4","29.7","8.7","14.0","8.7","9.2","4.8","9.2","4.4","7.0","3.9"
"Mike Williams","2020","283","0.7","15.5","18.0","9.9","8.1","31.8","4.6","5.3","1.1","2.5","2.5"
"Robby Anderson","2020","277","2.9","30.3","10.5","6.1","7.6","14.1","2.9","7.9","1.8","10.1","5.8"
"Davante Adams","2020","254","9.4","25.2","7.5","8.3","6.3","18.1","3.5","7.9","1.6","11.0","1.2"
"Tyreek Hill","2020","302","5.3","17.2","11.3","6.3","19.9","12.3","10.3","5.6","2.3","2.6","7.0"
"Stefon Diggs","2020","271","2.6","20.3","20.3","10.0","8.9","16.6","4.8","3.3","2.6","6.3","4.4"
"DeAndre Hopkins","2020","291","7.2","22.0","17.9","6.2","5.5","19.2","1.4","9.3","4.5","5.5","1.4"
"Adam Thielen","2020","249","0.8","16.9","8.0","14.9","8.8","18.1","7.2","10.8","3.6","6.8","4.0"
"Tyler Lockett","2020","330","3.9","23.3","10.9","11.2","7.6","9.7","3.6","4.8","4.8","13.6","6.4"
"Mike Evans","2020","276","1.8","14.9","19.6","16.3","11.2","18.1","4.0","5.4","3.6","3.6","1.4"
"Keenan Allen","2020","314","5.1","26.8","14.3","13.1","9.9","8.9","3.8","8.6","1.3","4.5","3.8"
"Robert Woods","2020","277","7.6","23.5","10.8","8.7","6.1","3.6","2.9","14.8","6.5","11.9","3.6"
"Amari Cooper","2020","275","2.2","20.7","20.4","9.1","6.9","17.5","2.9","6.5","6.2","4.4","3.3"
"Cooper Kupp","2020","245","7.3","20.0","15.1","4.5","6.9","6.1","4.5","10.2","3.7","17.1","4.5"
"Jakobi Meyers","2020","193","3.6","25.9","5.7","26.4","9.3","5.2","2.6","10.9","2.6","6.2","1.6"
"A.J. Brown","2019","187","2.1","22.5","10.7","15.5","5.3","14.4","1.6","9.1","10.7","2.7","5.3"
"Adam Thielen","2019","216","2.8","19.4","13.0","11.6","9.3","16.7","6.0","8.8","4.2","5.6","2.8"
"Allen Robinson","2019","282","3.2","25.9","21.3","11.3","6.7","8.9","5.3","7.8","2.5","5.7","1.4"
"Alshon Jeffery","2019","265","2.6","15.5","13.6","13.6","14.3","20.0","2.6","10.2","4.2","0.8","2.6"
"Amari Cooper","2019","261","0.8","23.4","17.6","9.2","5.0","21.5","1.1","5.4","8.4","4.6","3.1"
"Anthony Miller","2019","296","6.1","20.6","12.5","12.8","10.8","10.5","7.8","7.1","1.4","6.8","3.7"
"Brandin Cooks","2019","256","3.9","20.7","9.8","18.8","3.5","12.9","4.3","14.1","8.2","3.1","0.8"
"Calvin Ridley","2019","347","2.3","13.0","17.0","18.2","6.1","15.3","3.7","9.8","6.9","5.5","2.3"
"Chris Godwin","2019","301","6.0","14.3","12.6","13.0","14.3","4.7","1.7","20.9","4.0","6.0","2.7"
"Cooper Kupp","2019","269","4.5","26.8","13.4","8.2","4.1","5.6","3.3","10.0","0.4","18.2","5.6"
"Courtland Sutton","2019","263","0.8","17.5","11.4","10.3","8.7","25.1","6.8","6.1","5.3","4.2","3.8"
"Curtis Samuel","2019","298","6.4","15.4","10.4","6.7","10.1","26.2","3.4","9.7","7.0","3.4","1.3"
"D.J. Chark","2019","317","2.5","22.1","16.1","9.1","8.8","18.6","3.2","9.1","1.6","6.6","2.2"
"D.J. Moore","2019","332","3.0","27.1","9.3","18.1","3.9","17.5","4.2","3.6","7.8","2.1","3.3"
"DK Metcalf","2019","273","1.5","25.6","13.6","5.9","7.3","28.2","3.7","3.7","4.4","2.2","4.0"
"Darius Slayton","2019","268","4.1","14.6","23.5","12.7","6.0","22.8","4.1","6.3","1.5","2.2","2.2"
"Davante Adams","2019","273","4.4","18.7","14.7","12.8","8.8","16.1","4.0","8.4","0.7","9.5","1.8"
"DeAndre Hopkins","2019","306","2.0","28.4","7.2","14.1","7.2","17.3","2.6","7.8","1.6","8.2","3.6"
"Deebo Samuel","2019","250","6.4","25.2","9.2","13.6","4.0","16.8","6.0","6.4","3.6","3.6","5.2"
"DeVante Parker","2019","338","0.3","30.2","13.9","14.8","7.4","20.4","1.8","5.9","1.8","3.0","0.6"
"Diontae Johnson","2019","237","5.9","25.3","11.8","6.8","5.9","16.9","1.3","11.4","9.3","3.4","2.1"
"Emmanuel Sanders","2019","227","4.8","22.9","6.6","8.8","7.5","13.2","4.0","10.6","3.5","8.8","9.3"
"Golden Tate","2019","286","6.6","18.9","16.4","6.6","12.6","16.1","2.1","3.5","5.9","8.0","3.1"
"Hunter Renfrow","2019","206","3.9","37.4","9.7","6.8","4.4","4.4","3.9","5.8","1.0","17.0","5.8"
"Jamison Crowder","2019","271","4.8","32.8","7.7","12.5","4.8","4.4","1.8","7.7","3.3","15.1","4.8"
"Jarvis Landry","2019","265","3.8","23.4","11.3","9.8","8.7","10.9","2.6","9.4","1.9","12.8","5.3"
"John Brown","2019","260","1.9","27.3","13.1","17.7","9.6","11.9","2.7","6.2","5.4","3.8","0.4"
"JuJu Smith-Schuster","2019","262","3.8","28.6","9.9","9.2","6.1","14.9","1.9","7.6","1.9","11.1","5.0"
"Julian Edelman","2019","266","5.3","28.9","6.4","9.8","6.4","7.9","1.9","6.4","0.4","18.8","7.9"
"Julio Jones","2019","326","2.5","24.5","10.7","16.0","3.7","12.3","5.2","10.4","6.1","5.8","2.8"
"Keenan Allen","2019","322","4.0","25.8","9.3","13.4","8.4","10.2","5.6","11.5","1.9","7.1","2.8"
"Kenny Golladay","2019","269","0.7","24.2","13.4","9.3","6.7","22.7","5.2","6.3","3.7","4.1","3.7"
"Marquise Brown","2019","214","5.1","17.8","14.0","8.9","10.7","17.3","6.1","6.1","6.1","5.1","2.8"
"Marvin Jones","2019","265","1.1","16.2","11.3","15.8","9.8","23.8","6.0","7.2","3.8","1.1","3.8"
"Michael Gallup","2019","300","1.0","18.7","15.3","15.3","9.3","21.0","2.0","5.3","9.0","0.3","2.7"
"Michael Thomas","2019","287","2.8","31.0","14.6","14.3","3.8","10.1","2.4","10.8","3.1","5.9","1.0"
"Mike Evans","2019","291","2.4","13.4","15.1","15.5","6.5","23.4","3.8","7.2","5.5","2.7","4.5"
"Mike Williams","2019","230","4.3","14.3","13.0","12.2","18.7","17.4","7.4","7.8","1.3","0.9","2.6"
"Odell Beckham","2019","279","3.2","16.5","14.0","18.3","8.2","15.8","4.3","7.5","2.9","5.0","4.3"
"Preston Williams","2019","246","0.0","17.5","23.2","18.3","7.3","23.6","2.4","4.9","2.0","0.4","0.4"
"Robert Woods","2019","309","7.8","20.4","9.7","8.4","5.8","3.9","3.2","19.4","5.8","12.3","3.2"
"Sammy Watkins","2019","260","1.5","30.4","14.2","13.1","10.0","12.3","1.9","5.4","0.4","7.3","3.5"
"Stefon Diggs","2019","253","1.6","27.3","13.0","6.3","8.7","22.1","2.8","6.7","5.5","3.6","2.4"
"Sterling Shepard","2019","303","6.9","22.4","11.6","11.9","8.9","13.2","5.9","5.6","1.0","9.6","3.0"
"T.Y. Hilton","2019","236","7.6","22.5","19.5","9.7","8.5","14.0","2.1","8.9","3.0","2.1","2.1"
"Terry McLaurin","2019","247","1.2","20.6","19.8","9.7","7.3","13.4","7.3","8.9","7.3","2.4","2.0"
"Tyler Boyd","2019","283","3.2","17.3","16.6","12.0","7.8","9.2","4.2","8.5","4.6","13.4","3.2"
"Tyler Lockett","2019","312","6.7","19.2","14.1","8.0","8.7","8.7","3.5","8.0","4.5","12.8","5.8"
"Tyreek Hill","2019","279","3.6","21.1","13.6","2.9","17.6","8.2","9.0","7.9","2.9","8.6","4.7"
"Will Fuller","2019","265","2.3","13.2","13.2","10.9","9.1","20.8","6.8","8.7","2.6","8.7","3.8"
"A.J. Green","2018","260","0.4","28.8","8.1","11.2","11.5","16.5","7.3","8.5","2.3","3.5","1.9"
"Adam Thielen","2018","331","3.9","21.1","16.6","12.4","3.6","6.9","4.2","10.3","3.3","11.2","6.3"
"Albert Wilson*","2018","122","14.8","24.6","9.8","14.8","5.7","13.1","0.0","6.6","1.6","5.7","3.3"
"Allen Robinson","2018","269","1.5","20.8","20.4","8.6","9.7","13.8","4.5","9.7","2.2","5.6","3.3"
"Alshon Jeffery","2018","274","2.6","19.0","16.8","12.8","12.0","15.3","5.5","7.7","1.8","2.2","4.4"
"Amari Cooper","2018","305","3.0","19.3","14.4","5.9","8.5","25.6","5.6","7.9","2.0","5.9","2.0"
"Anthony Miller","2018","218","10.6","23.4","11.9","6.4","9.2","10.6","3.7","5.5","0.9","10.6","7.3"
"Antonio Brown","2018","364","4.4","26.6","7.1","3.8","9.1","26.1","4.1","9.3","0.8","3.8","4.7"
"Brandin Cooks","2018","284","4.6","19.7","5.3","16.5","6.0","14.4","7.4","12.0","4.6","6.0","3.5"
"Calvin Ridley","2018","241","3.7","23.7","10.0","7.5","9.5","14.9","3.3","9.1","4.6","8.7","5.0"
"Chris Godwin","2018","254","2.0","21.7","15.0","16.5","5.9","15.4","2.4","5.1","6.7","6.7","2.8"
"Christian Kirk","2018","212","9.9","11.3","20.3","9.4","5.2","14.2","2.4","11.8","4.2","7.5","3.8"
"Cooper Kupp","2018","226","5.3","26.5","9.3","10.2","6.2","4.0","3.1","6.2","1.3","21.7","6.2"
"Corey Davis","2018","259","5.4","23.9","6.6","15.4","4.6","11.2","4.2","11.6","8.5","4.6","3.9"
"Courtland Sutton","2018","268","1.1","28.4","15.7","16.4","3.7","16.8","3.7","3.0","4.1","4.5","2.6"
"Curtis Samuel","2018","244","3.7","16.4","14.8","11.5","10.7","24.6","2.0","5.7","6.1","3.3","1.2"
"D.J. Moore","2018","293","9.9","27.3","11.3","11.9","6.8","18.1","1.4","5.1","4.1","2.4","1.7"
"Dante Pettis","2018","249","4.0","16.9","9.6","21.7","6.8","15.3","2.4","11.6","4.4","5.2","2.0"
"Davante Adams","2018","334","3.6","26.9","15.0","9.6","5.4","18.6","1.5","5.4","0.9","6.6","6.6"
"DeAndre Hopkins","2018","319","4.4","22.9","5.3","12.9","7.8","13.8","3.4","11.3","4.1","5.3","8.8"
"Dede Westbrook","2018","295","4.4","25.1","5.1","18.6","13.2","10.2","5.8","7.8","0.7","7.5","1.7"
"DeSean Jackson","2018","260","2.7","12.7","13.5","10.8","6.5","23.5","4.2","8.1","10.8","3.5","3.8"
"Geronimo Allison*","2018","152","0.7","23.7","17.1","19.1","8.6","17.8","1.3","1.3","1.3","5.9","3.9"
"Golden Tate","2018","274","6.2","31.4","6.2","13.5","9.9","5.5","1.5","5.1","2.6","9.5","8.8"
"Jarvis Landry","2018","278","3.2","23.4","9.4","11.5","6.5","14.7","2.5","9.7","1.8","9.4","7.9"
"John Brown","2018","276","0.7","19.9","10.5","9.4","11.6","29.7","1.1","5.8","5.1","2.5","3.6"
"JuJu Smith-Schuster","2018","361","5.8","25.2","15.0","9.7","3.6","15.8","2.5","7.8","1.1","8.0","5.5"
"Julian Edelman","2018","267","5.6","28.8","6.4","9.7","6.4","7.9","1.5","5.2","0.7","19.9","7.9"
"Julio Jones","2018","297","1.0","31.0","12.1","7.7","7.4","15.2","3.4","9.1","4.7","5.4","3.0"
"Keenan Allen","2018","274","1.5","23.0","17.2","11.3","10.9","10.2","5.5","7.3","1.8","8.0","3.3"
"Keke Coutee*","2018","166","10.8","18.1","12.7","10.2","4.2","8.4","0.6","13.9","3.0","10.8","7.2"
"Kenny Golladay","2018","287","0.7","19.9","11.8","15.3","6.3","18.1","5.2","9.8","5.2","4.5","3.1"
"Kenny Stills","2018","288","0.7","16.3","18.4","11.1","8.0","18.8","4.9","7.6","5.9","6.6","1.7"
"Larry Fitzgerald","2018","281","5.7","33.5","5.3","14.9","8.2","3.6","1.8","11.0","0.4","10.3","5.3"
"Marvin Jones","2018","281","1.1","16.4","12.5","15.3","7.1","24.9","5.0","7.1","4.3","1.4","5.0"
"Michael Thomas","2018","273","1.1","36.6","12.8","15.4","4.8","6.6","2.9","7.7","0.7","9.2","2.2"
"Mike Evans","2018","323","0.0","17.6","13.6","20.1","4.0","21.1","2.2","5.0","10.8","1.5","4.0"
"Mike Williams","2018","220","3.2","25.0","14.5","12.7","11.8","20.0","3.2","1.8","1.4","4.1","2.3"
"Mohamed Sanu","2018","273","4.0","23.8","11.7","12.8","9.9","5.5","3.3","5.1","1.8","16.1","5.9"
"Odell Beckham","2018","339","5.6","24.8","10.3","9.4","8.6","17.4","5.0","8.6","2.9","4.7","2.7"
"Robby Anderson","2018","240","1.3","19.6","12.1","3.3","8.8","29.2","4.2","7.5","6.7","4.2","3.3"
"Robert Woods","2018","246","2.0","20.3","6.5","8.5","6.5","12.6","4.1","15.9","7.3","7.7","8.5"
"Sammy Watkins","2018","255","1.6","28.2","15.3","7.5","6.7","19.6","2.4","4.3","1.2","9.0","4.3"
"Stefon Diggs","2018","345","6.4","23.2","18.8","5.8","4.9","14.5","5.5","7.0","2.6","7.0","4.3"
"Sterling Shepard","2018","281","2.1","22.1","10.0","9.6","8.9","11.4","10.7","6.8","0.7","14.9","2.8"
"T.Y. Hilton","2018","280","1.8","22.9","15.4","8.9","7.9","10.7","5.0","9.6","5.7","8.6","3.6"
"Tyler Boyd","2018","292","3.1","28.4","5.8","8.6","11.3","11.3","1.7","7.2","1.0","15.8","5.8"
"Tyler Lockett","2018","239","3.8","11.7","13.8","10.0","5.9","26.4","4.2","7.1","3.8","5.9","7.5"
"Tyreek Hill","2018","302","8.9","20.9","12.6","6.6","14.2","14.9","2.6","5.3","3.3","6.6","4.0"
"Will Fuller*","2018","225","1.3","12.0","12.4","14.7","10.2","24.0","2.2","11.1","1.8","5.3","4.9"
"A.J. Green","2017","249","1.2","28.5","12.4","4.0","10.4","18.5","6.8","6.0","4.4","4.4","3.2"
"Adam Thielen","2017","261","1.9","25.7","8.8","8.8","8.4","9.2","6.9","9.2","1.1","12.6","7.3"
"Allen Hurns","2017","252","0.8","23.8","10.3","11.5","9.1","11.5","4.0","6.3","2.0","13.5","7.1"
"Alshon Jeffery","2017","268","2.2","22.0","17.2","13.1","10.4","14.9","5.2","7.5","1.9","1.9","3.7"
"Amari Cooper","2017","284","0.4","23.6","14.8","4.2","7.7","33.1","1.4","5.3","1.8","4.6","3.2"
"Antonio Brown","2017","333","3.9","23.4","6.6","6.9","8.4","26.4","4.8","8.1","1.8","3.9","5.7"
"Brandin Cooks","2017","295","2.0","15.6","15.6","20.3","12.9","16.9","4.4","4.4","4.4","1.4","2.0"
"Chris Hogan","2017","261","0.8","18.4","10.7","16.1","11.9","16.9","1.9","6.1","1.1","9.2","6.9"
"Cooper Kupp","2017","252","1.2","24.6","8.3","7.5","6.0","8.7","4.4","11.1","6.3","12.3","9.5"
"Corey Davis","2017","252","0.4","13.5","17.5","18.7","7.9","11.5","7.1","7.1","8.3","3.6","4.4"
"Davante Adams","2017","285","1.4","25.6","15.4","6.3","3.9","23.5","1.8","6.0","0.7","6.0","9.5"
"DeAndre Hopkins","2017","316","2.8","22.5","11.1","6.3","7.6","20.3","8.2","9.5","3.2","3.5","5.1"
"Demaryius Thomas","2017","279","0.7","26.2","9.0","15.8","10.0","12.9","3.2","9.7","1.8","6.1","4.7"
"DeSean Jackson","2017","270","2.6","14.1","13.0","13.0","4.8","22.6","4.1","7.8","10.4","4.1","3.7"
"DeVante Parker","2017","286","3.1","18.9","18.2","10.1","13.3","18.9","3.8","5.6","5.2","0.3","2.4"
"Devin Funchess","2017","253","2.4","21.7","11.1","14.6","10.3","17.4","4.7","9.5","0.4","4.3","3.6"
"Dez Bryant","2017","262","3.1","12.6","13.4","17.2","6.9","29.0","3.1","10.7","0.4","0.8","3.1"
"Doug Baldwin","2017","285","2.1","18.9","16.5","6.0","11.6","8.8","6.0","5.6","1.4","10.5","12.6"
"Emmanuel Sanders","2017","292","1.7","21.6","16.1","7.5","8.9","13.0","3.4","8.2","6.2","7.9","5.5"
"Golden Tate","2017","273","7.7","29.3","5.1","15.0","6.6","8.4","1.8","5.9","3.7","11.4","5.1"
"Jamison Crowder","2017","235","6.4","21.7","9.8","11.9","6.8","7.2","3.4","8.1","1.3","17.0","6.4"
"Jarvis Landry","2017","272","8.1","25.7","8.1","17.3","5.1","4.4","0.4","10.7","1.1","10.7","8.5"
"Jordy Nelson","2017","278","1.4","23.7","11.9","9.7","8.3","17.3","4.0","7.9","0.7","9.7","5.4"
"Josh Doctson","2017","267","1.5","18.0","12.0","12.0","8.6","20.2","6.0","5.6","9.4","4.5","2.2"
"Josh Gordon*","2017","166","0.0","25.9","8.4","9.0","12.0","26.5","3.0","4.2","6.0","3.6","1.2"
"JuJu Smith-Schuster","2017","234","1.7","29.5","16.2","8.1","9.0","11.1","1.7","9.0","0.9","8.1","4.7"
"Julio Jones","2017","222","2.3","32.9","13.1","7.2","6.8","13.1","4.1","8.6","3.2","5.0","4.1"
"Keelan Cole","2017","257","1.2","19.8","10.9","14.4","11.7","18.7","5.1","6.6","0.8","5.8","5.1"
"Keenan Allen","2017","262","1.5","24.0","16.0","10.7","11.5","9.5","5.7","7.3","1.9","8.4","3.4"
"Kelvin Benjamin","2017","232","0.4","18.1","15.5","19.4","7.3","12.9","6.0","10.8","6.0","1.7","1.7"
"Kenny Golladay","2017","250","1.6","11.6","14.0","16.8","8.4","22.4","5.2","6.4","6.0","4.0","3.6"
"Kenny Stills","2017","288","0.7","17.4","17.4","12.8","8.0","17.0","4.5","8.0","5.2","5.9","3.1"
"Larry Fitzgerald","2017","330","6.1","34.2","4.5","15.2","7.0","3.9","2.1","11.5","1.2","9.7","4.5"
"Marqise Lee","2017","268","1.5","29.9","15.3","12.3","11.9","13.4","2.6","4.5","1.1","1.1","6.3"
"Marquise Goodwin","2017","288","0.0","20.1","11.5","13.2","9.0","14.9","4.2","8.3","8.0","4.9","5.9"
"Marvin Jones","2017","291","1.0","14.8","13.1","14.4","8.9","25.1","5.5","7.9","3.4","1.0","4.8"
"Michael Crabtree","2017","225","1.8","18.2","23.6","4.9","7.6","23.6","4.0","4.9","4.0","4.4","3.1"
"Michael Thomas","2017","234","4.3","23.1","15.4","15.0","4.7","12.4","6.4","5.6","1.3","6.4","5.6"
"Mike Evans","2017","276","0.7","16.7","13.0","18.5","7.2","20.3","3.6","5.4","7.6","1.8","5.1"
"Nelson Agholor","2017","256","7.0","28.9","10.2","8.2","8.6","11.3","7.4","2.7","0.0","10.5","5.1"
"Paul Richardson","2017","274","0.7","21.2","10.6","12.0","11.3","19.7","4.7","6.6","4.0","3.6","5.5"
"Pierre Garcon","2017","271","2.6","32.1","9.2","10.3","5.2","11.8","6.3","5.5","3.7","7.4","5.9"
"Randall Cobb","2017","229","5.2","24.5","6.6","5.2","5.7","10.9","3.5","9.2","0.9","17.5","10.9"
"Rishard Matthews","2017","241","2.9","20.7","17.8","8.3","10.0","12.9","6.2","4.6","8.7","4.1","3.7"
"Robby Anderson","2017","271","1.8","17.0","16.2","5.5","5.9","26.6","2.2","7.4","3.3","8.1","5.9"
"Robert Woods","2017","246","2.0","17.5","5.3","8.5","4.5","12.6","4.9","18.7","6.5","7.7","11.8"
"Sammy Watkins","2017","258","1.2","26.4","6.2","10.9","11.2","21.3","3.1","8.9","5.8","1.9","3.1"
"Stefon Diggs","2017","229","1.7","23.1","14.4","6.1","10.9","14.4","7.0","7.9","3.9","4.8","5.7"
"Sterling Shepard","2017","343","2.0","24.5","13.1","8.2","7.9","16.0","6.1","2.9","0.9","14.0","4.4"
"T.Y. Hilton","2017","282","1.8","23.8","14.2","8.2","8.2","12.4","5.0","10.6","5.7","6.7","3.5"
"Tyler Lockett","2017","273","1.1","14.7","18.3","12.5","9.2","13.6","3.3","3.3","6.6","8.1","9.5"
"Tyreek Hill","2017","247","9.3","15.8","11.3","8.9","12.1","19.4","4.0","4.5","1.2","6.9","6.5"
"Will Fuller","2017","285","3.5","9.5","9.5","16.5","7.0","31.9","4.6","7.4","2.1","5.6","2.5"
"A.J. Green","2016","236","4.2","11.4","14.4","4.2","10.6","28.4","5.1","5.1","8.1","2.1","6.4"
"Adam Thielen","2016","292","3.1","23.3","13.7","9.6","9.2","20.9","5.1","7.2","0.3","2.4","3.1"
"Allen Robinson","2016","329","0.6","14.6","14.3","8.8","12.5","24.9","5.8","8.8","0.6","4.6","4.6"
"Alshon Jeffery","2016","268","2.6","16.8","13.1","13.4","14.2","20.9","2.6","9.0","4.1","0.7","2.6"
"Amari Cooper","2016","307","4.2","25.1","11.7","8.1","10.1","18.9","5.5","4.9","1.3","3.9","6.2"
"Antonio Brown","2016","308","4.5","18.5","10.4","2.9","14.3","19.5","6.5","4.2","7.8","6.8","7.5"
"Brandin Cooks","2016","289","2.8","15.2","12.5","9.7","9.0","25.3","6.9","5.2","0.7","10.7","2.1"
"Brandon Marshall","2016","282","2.5","24.1","13.5","9.6","3.5","26.2","6.4","6.0","2.8","3.2","2.1"
"Cameron Meredith","2016","290","2.8","16.2","10.3","18.6","10.2","11.0","1.7","13.1","2.1","8.3","5.5"
"Chris Conley","2016","279","8.6","18.6","18.6","7.2","10.0","22.9","3.2","3.9","0.4","3.9","2.5"
"Corey Coleman","2016","280","2.5","15.4","11.8","10.4","6.1","32.5","3.9","5.4","6.8","1.1","4.3"
"Davante Adams","2016","303","1.0","18.8","16.2","8.3","4.3","26.1","4.3","4.6","0.3","6.6","9.6"
"DeAndre Hopkins","2016","308","0.6","22.4","16.6","12.3","4.5","18.5","3.9","8.1","3.9","3.6","5.5"
"Demaryius Thomas","2016","250","7.2","11.2","14.4","5.6","10.0","18.4","3.6","5.6","9.6","5.2","9.2"
"DeSean Jackson","2016","237","2.5","13.1","16.9","3.4","7.2","26.6","9.7","6.3","1.3","7.6","5.5"
"DeVante Parker","2016","223","1.8","20.2","7.6","22.4","8.1","16.1","4.5","9.4","1.8","5.4","2.7"
"Dez Bryant","2016","252","2.0","15.5","12.7","6.0","15.1","25.4","5.6","2.4","7.5","1.2","6.7"
"Donte Moncrief","2016","282","0.0","18.8","13.8","9.2","10.6","20.6","6.0","7.8","5.0","2.5","5.7"
"Doug Baldwin","2016","234","2.1","19.2","12.4","4.7","15.4","14.5","3.0","3.0","2.1","14.1","9.4"
"Emmanuel Sanders","2016","302","3.0","19.2","20.5","8.9","8.9","15.9","1.7","7.0","1.3","7.3","6.3"
"Golden Tate","2016","286","6.6","18.9","16.4","6.6","12.6","16.1","2.1","3.5","5.9","8.0","3.1"
"Jamison Crowder","2016","271","2.6","23.2","8.1","6.6","11.4","7.0","4.8","9.6","1.1","17.0","2.6"
"Jarvis Landry","2016","252","8.7","27.8","5.2","18.7","4.4","4.0","0.4","11.5","1.6","8.7","9.1"
"Jeremy Maclin","2016","275","4.7","18.2","16.7","12.7","9.8","16.0","2.9","5.1","0.7","7.6","5.5"
"John Brown","2016","251","1.6","11.6","10.8","12.7","13.1","19.9","4.4","15.5","4.0","4.4","2.0"
"Jordan Matthews","2016","308","5.2","24.7","8.4","9.1","8.8","12.3","8.8","7.1","1.0","9.7","4.9"
"Jordy Nelson","2016","315","1.9","17.8","11.7","14.3","7.0","18.1","3.2","7.9","0.0","6.0","12.1"
"Julian Edelman","2016","272","5.1","26.8","6.6","9.6","8.1","9.2","1.8","6.3","0.4","18.4","5.1"
"Julio Jones","2016","249","0.8","29.3","7.2","14.9","10.8","11.6","3.6","6.8","2.0","5.6","7.2"
"Kelvin Benjamin","2016","256","0.8","23.0","15.6","9.8","15.2","16.4","3.1","10.2","0.4","1.6","3.9"
"Kenny Britt","2016","245","0.4","28.2","14.7","13.1","4.9","19.2","4.5","4.5","3.3","3.7","3.3"
"Larry Fitzgerald","2016","320","5.6","33.8","4.7","15.6","6.6","4.1","2.5","11.3","0.3","10.9","4.7"
"Michael Crabtree","2016","229","2.6","15.3","14.4","3.5","15.3","14.0","6.1","2.2","12.2","8.3","6.1"
"Michael Thomas","2016","274","3.6","20.8","22.3","10.9","5.8","21.9","4.0","3.3","1.1","1.8","4.4"
"Mike Evans","2016","289","2.1","15.2","9.0","19.7","5.9","18.7","6.2","11.1","5.2","1.0","5.9"
"Mike Wallace","2016","238","3.4","10.5","19.3","2.1","18.5","24.4","2.9","2.9","10.1","2.9","2.9"
"Odell Beckham","2016","298","1.7","25.5","19.5","11.1","7.7","19.1","3.4","3.7","0.7","3.7","4.0"
"Pierre Garcon","2016","246","0.8","21.5","11.0","13.4","5.7","14.2","8.5","8.5","4.5","8.5","3.3"
