pick_id,season,round,overall_pick,pick_type,notes
2027_R2_P09,2027,2,21,base,
2027_R2_P10,2027,2,22,base,
2027_R2_P11,2027,2,23,base,
2027_R2_P12,2027,2,24,base,
2027_R3_P01,2027,3,25,base,
2027_R3_P02,2027,3,26,base,
2027_R3_P03,2027,3,27,base,
2027_R3_P04,2027,3,28,base,
2027_R3_P05,2027,3,29,base,
2027_R3_P06,2027,3,30,base,
2027_R3_P07,2027,3,31,base,
2027_R3_P08,2027,3,32,base,
2027_R3_P09,2027,3,33,base,
2027_R3_P10,2027,3,34,base,
2027_R3_P11,2027,3,35,base,
2027_R3_P12,2027,3,36,base,
2027_R4_P01,2027,4,37,base,
2027_R4_P02,2027,4,38,base,
2027_R4_P03,2027,4,39,base,
2027_R4_P04,2027,4,40,base,
2027_R4_P05,2027,4,41,base,
2027_R4_P06,2027,4,42,base,
2027_R4_P07,2027,4,43,base,
2027_R4_P08,2027,4,44,base,
2027_R4_P09,2027,4,45,base,
2027_R4_P10,2027,4,46,base,
2027_R4_P11,2027,4,47,base,
2027_R4_P12,2027,4,48,base,
2027_R5_P01,2027,5,49,base,
2027_R5_P02,2027,5,50,base,
2027_R5_P03,2027,5,51,base,
2027_R5_P04,2027,5,52,base,
2027_R5_P05,2027,5,53,base,
2027_R5_P06,2027,5,54,base,
2027_R5_P07,2027,5,55,base,
2027_R5_P08,2027,5,56,base,
2027_R5_P09,2027,5,57,base,
2027_R5_P10,2027,5,58,base,
2027_R5_P11,2027,5,59,base,
2027_R5_P12,2027,5,60,base,
2028_R1_P01,2028,1,1,base,
2028_R1_P02,2028,1,2,base,
2028_R1_P03,2028,1,3,base,
2028_R1_P04,2028,1,4,base,
2028_R1_P05,2028,1,5,base,
2028_R1_P06,2028,1,6,base,
2028_R1_P07,2028,1,7,base,
2028_R1_P08,2028,1,8,base,
2028_R1_P09,2028,1,9,base,
2028_R1_P10,2028,1,10,base,
2028_R1_P11,2028,1,11,base,
2028_R1_P12,2028,1,12,base,
2028_R2_P01,2028,2,13,base,
2028_R2_P02,2028,2,14,base,
2028_R2_P03,2028,2,15,base,
2028_R2_P04,2028,2,16,base,
2028_R2_P05,2028,2,17,base,
2028_R2_P06,2028,2,18,base,
2028_R2_P07,2028,2,19,base,
2028_R2_P08,2028,2,20,base,
2028_R2_P09,2028,2,21,base,
2028_R2_P10,2028,2,22,base,
2028_R2_P11,2028,2,23,base,
2028_R2_P12,2028,2,24,base,
2028_R3_P01,2028,3,25,base,
2028_R3_P02,2028,3,26,base,
2028_R3_P03,2028,3,27,base,
2028_R3_P04,2028,3,28,base,
2028_R3_P05,2028,3,29,base,
2028_R3_P06,2028,3,30,base,
2028_R3_P07,2028,3,31,base,
2028_R3_P08,2028,3,32,base,
2028_R3_P09,2028,3,33,base,
2028_R3_P10,2028,3,34,base,
2028_R3_P11,2028,3,35,base,
2028_R3_P12,2028,3,36,base,
2028_R4_P01,2028,4,37,base,
2028_R4_P02,2028,4,38,base,
2028_R4_P03,2028,4,39,base,
2028_R4_P04,2028,4,40,base,
2028_R4_P05,2028,4,41,base,
2028_R4_P06,2028,4,42,base,
2028_R4_P07,2028,4,43,base,
2028_R4_P08,2028,4,44,base,
2028_R4_P09,2028,4,45,base,
2028_R4_P10,2028,4,46,base,
2028_R4_P11,2028,4,47,base,
2028_R4_P12,2028,4,48,base,
2028_R5_P01,2028,5,49,base,
2028_R5_P02,2028,5,50,base,
2028_R5_P03,2028,5,51,base,
2028_R5_P04,2028,5,52,base,
2028_R5_P05,2028,5,53,base,
2028_R5_P06,2028,5,54,base,
2028_R5_P07,2028,5,55,base,
2028_R5_P08,2028,5,56,base,
2028_R5_P09,2028,5,57,base,
2028_R5_P10,2028,5,58,base,
2028_R5_P11,2028,5,59,base,
2028_R5_P12,2028,5,60,base,
2029_R1_P01,2029,1,1,base,
2029_R1_P02,2029,1,2,base,
2029_R1_P03,2029,1,3,base,
2029_R1_P04,2029,1,4,base,
2029_R1_P05,2029,1,5,base,
2029_R1_P06,2029,1,6,base,
2029_R1_P07,2029,1,7,base,
2029_R1_P08,2029,1,8,base,
2029_R1_P09,2029,1,9,base,
2029_R1_P10,2029,1,10,base,
2029_R1_P11,2029,1,11,base,
2029_R1_P12,2029,1,12,base,
2029_R2_P01,2029,2,13,base,
2029_R2_P02,2029,2,14,base,
2029_R2_P03,2029,2,15,base,
2029_R2_P04,2029,2,16,base,
2029_R2_P05,2029,2,17,base,
2029_R2_P06,2029,2,18,base,
2029_R2_P07,2029,2,19,base,
2029_R2_P08,2029,2,20,base,
2029_R2_P09,2029,2,21,base,
2029_R2_P10,2029,2,22,base,
2029_R2_P11,2029,2,23,base,
2029_R2_P12,2029,2,24,base,
2029_R3_P01,2029,3,25,base,
2029_R3_P02,2029,3,26,base,
2029_R3_P03,2029,3,27,base,
2029_R3_P04,2029,3,28,base,
2029_R3_P05,2029,3,29,base,
2029_R3_P06,2029,3,30,base,
2029_R3_P07,2029,3,31,base,
2029_R3_P08,2029,3,32,base,
2029_R3_P09,2029,3,33,base,
2029_R3_P10,2029,3,34,base,
2029_R3_P11,2029,3,35,base,
2029_R3_P12,2029,3,36,base,
2029_R4_P01,2029,4,37,base,
2029_R4_P02,2029,4,38,base,
2029_R4_P03,2029,4,39,base,
2029_R4_P04,2029,4,40,base,
2029_R4_P05,2029,4,41,base,
2029_R4_P06,2029,4,42,base,
2029_R4_P07,2029,4,43,base,
2029_R4_P08,2029,4,44,base,
2029_R4_P09,2029,4,45,base,
2029_R4_P10,2029,4,46,base,
2029_R4_P11,2029,4,47,base,
2029_R4_P12,2029,4,48,base,
2029_R5_P01,2029,5,49,base,
2029_R5_P02,2029,5,50,base,
2029_R5_P03,2029,5,51,base,
2029_R5_P04,2029,5,52,base,
2029_R5_P05,2029,5,53,base,
2029_R5_P06,2029,5,54,base,
2029_R5_P07,2029,5,55,base,
2029_R5_P08,2029,5,56,base,
2029_R5_P09,2029,5,57,base,
2029_R5_P10,2029,5,58,base,
2029_R5_P11,2029,5,59,base,
2029_R5_P12,2029,5,60,base,
2030_R1_P01,2030,1,1,base,
2030_R1_P02,2030,1,2,base,
2030_R1_P03,2030,1,3,base,
2030_R1_P04,2030,1,4,base,
2030_R1_P05,2030,1,5,base,
2030_R1_P06,2030,1,6,base,
2030_R1_P07,2030,1,7,base,
2030_R1_P08,2030,1,8,base,
2030_R1_P09,2030,1,9,base,
2030_R1_P10,2030,1,10,base,
2030_R1_P11,2030,1,11,base,
2030_R1_P12,2030,1,12,base,
2030_R2_P01,2030,2,13,base,
2030_R2_P02,2030,2,14,base,
2030_R2_P03,2030,2,15,base,
2030_R2_P04,2030,2,16,base,
2030_R2_P05,2030,2,17,base,
2030_R2_P06,2030,2,18,base,
2030_R2_P07,2030,2,19,base,
2030_R2_P08,2030,2,20,base,
2030_R2_P09,2030,2,21,base,
2030_R2_P10,2030,2,22,base,
2030_R2_P11,2030,2,23,base,
2030_R2_P12,2030,2,24,base,
2030_R3_P01,2030,3,25,base,
2030_R3_P02,2030,3,26,base,
2030_R3_P03,2030,3,27,base,
2030_R3_P04,2030,3,28,base,
2030_R3_P05,2030,3,29,base,
2030_R3_P06,2030,3,30,base,
2030_R3_P07,2030,3,31,base,
2030_R3_P08,2030,3,32,base,
2030_R3_P09,2030,3,33,base,
2030_R3_P10,2030,3,34,base,
2030_R3_P11,2030,3,35,base,
2030_R3_P12,2030,3,36,base,
2030_R4_P01,2030,4,37,base,
2030_R4_P02,2030,4,38,base,
2030_R4_P03,2030,4,39,base,
2030_R4_P04,2030,4,40,base,
2030_R4_P05,2030,4,41,base,
2030_R4_P06,2030,4,42,base,
2030_R4_P07,2030,4,43,base,
2030_R4_P08,2030,4,44,base,
2030_R4_P09,2030,4,45,base,
2030_R4_P10,2030,4,46,base,
2030_R4_P11,2030,4,47,base,
2030_R4_P12,2030,4,48,base,
2030_R5_P01,2030,5,49,base,
2030_R5_P02,2030,5,50,base,
2030_R5_P03,2030,5,51,base,
2030_R5_P04,2030,5,52,base,
2030_R5_P05,2030,5,53,base,
2030_R5_P06,2030,5,54,base,
2030_R5_P07,2030,5,55,base,
2030_R5_P08,2030,5,56,base,
2030_R5_P09,2030,5,57,base,
2030_R5_P10,2030,5,58,base,
2030_R5_P11,2030,5,59,base,
2030_R5_P12,2030,5,60,base,
